Model,Test Accuracy,Test Accuracy (%),Test Loss,mAP,mAP (%),Training Time (seconds),Training Time (minutes),Total Parameters
DenseNet121,0.6356321573257446,63.56321573257446,0.9477569460868835,0.7058422770592893,70.58422770592892,5988.468668460846,99.8078111410141,7042629
