Model,Test Accuracy,Test Accuracy (%),Test Loss,mAP,mAP (%),Training Time (seconds),Training Time (minutes),Total Parameters
ResNet50,0.7114942669868469,71.14942669868469,0.8988189101219177,0.7855776636249059,78.55776636249058,5880.304602861404,98.00507671435675,23597957
